Anndata setup with scvi-tools version 0.17.1.

Setup via `Cell2location.setup_anndata` with arguments:
{
    'layer': None,
    'batch_key': 'orig.ident',
    'labels_key': 'opt_clust',
    'categorical_covariate_keys': None,
    'continuous_covariate_keys': None
}

         Summary Statistics         
+----------------------------------+
|     Summary Stat Key     | Value |
|--------------------------+-------|
|          n_vars          | 12252 |
|         n_cells          | 3392  |
|         n_batch          |   1   |
|         n_labels         |   9   |
| n_extra_categorical_covs |   0   |
| n_extra_continuous_covs  |   0   |
+----------------------------------+
               Data Registry                
+------------------------------------------+
| Registry Key |    scvi-tools Location    |
|--------------+---------------------------|
|      X       |          adata.X          |
|    batch     | adata.obs['_scvi_batch']  |
|    labels    | adata.obs['_scvi_labels'] |
|    ind_x     |   adata.obs['_indices']   |
+------------------------------------------+
                     batch State Registry                     
+------------------------------------------------------------+
|     Source Location     | Categories | scvi-tools Encoding |
|-------------------------+------------+---------------------|
| adata.obs['orig.ident'] |  ACH0024   |          0          |
+------------------------------------------------------------+
                    labels State Registry                    
+-----------------------------------------------------------+
|    Source Location     | Categories | scvi-tools Encoding |
|------------------------+------------+---------------------|
| adata.obs['opt_clust'] |     0      |          0          |
|                        |     1      |          1          |
|                        |     2      |          2          |
|                        |     3      |          3          |
|                        |     4      |          4          |
|                        |     5      |          5          |
|                        |     6      |          6          |
|                        |     7      |          7          |
|                        |     8      |          8          |
+-----------------------------------------------------------+
Number of Threads: 1

Training:   0%|          | 0/500 [00:00<?, ?it/s]
Epoch 1/500:   0%|          | 0/500 [00:00<?, ?it/s]
Epoch 1/500:   0%|          | 1/500 [00:05<42:28,  5.11s/it]
Epoch 1/500:   0%|          | 1/500 [00:05<42:28,  5.11s/it, v_num=1, elbo_train=3.01e+7]
Epoch 2/500:   0%|          | 1/500 [00:05<42:28,  5.11s/it, v_num=1, elbo_train=3.01e+7]
Epoch 2/500:   0%|          | 2/500 [00:10<42:27,  5.12s/it, v_num=1, elbo_train=3.01e+7]
Epoch 2/500:   0%|          | 2/500 [00:10<42:27,  5.12s/it, v_num=1, elbo_train=2.98e+7]
Epoch 3/500:   0%|          | 2/500 [00:10<42:27,  5.12s/it, v_num=1, elbo_train=2.98e+7]
Epoch 3/500:   1%|          | 3/500 [00:15<42:29,  5.13s/it, v_num=1, elbo_train=2.98e+7]
Epoch 3/500:   1%|          | 3/500 [00:15<42:29,  5.13s/it, v_num=1, elbo_train=2.97e+7]
Epoch 4/500:   1%|          | 3/500 [00:15<42:29,  5.13s/it, v_num=1, elbo_train=2.97e+7]
Epoch 4/500:   1%|          | 4/500 [00:20<42:33,  5.15s/it, v_num=1, elbo_train=2.97e+7]
Epoch 4/500:   1%|          | 4/500 [00:20<42:33,  5.15s/it, v_num=1, elbo_train=2.95e+7]
Epoch 5/500:   1%|          | 4/500 [00:20<42:33,  5.15s/it, v_num=1, elbo_train=2.95e+7]
Epoch 5/500:   1%|1         | 5/500 [00:25<42:33,  5.16s/it, v_num=1, elbo_train=2.95e+7]
Epoch 5/500:   1%|1         | 5/500 [00:25<42:33,  5.16s/it, v_num=1, elbo_train=2.92e+7]
Epoch 6/500:   1%|1         | 5/500 [00:25<42:33,  5.16s/it, v_num=1, elbo_train=2.92e+7]
Epoch 6/500:   1%|1         | 6/500 [00:30<42:34,  5.17s/it, v_num=1, elbo_train=2.92e+7]
Epoch 6/500:   1%|1         | 6/500 [00:30<42:34,  5.17s/it, v_num=1, elbo_train=2.91e+7]
Epoch 7/500:   1%|1         | 6/500 [00:30<42:34,  5.17s/it, v_num=1, elbo_train=2.91e+7]
Epoch 7/500:   1%|1         | 7/500 [00:36<42:32,  5.18s/it, v_num=1, elbo_train=2.91e+7]
Epoch 7/500:   1%|1         | 7/500 [00:36<42:32,  5.18s/it, v_num=1, elbo_train=2.89e+7]
Epoch 8/500:   1%|1         | 7/500 [00:36<42:32,  5.18s/it, v_num=1, elbo_train=2.89e+7]
Epoch 8/500:   2%|1         | 8/500 [00:41<42:30,  5.18s/it, v_num=1, elbo_train=2.89e+7]
Epoch 8/500:   2%|1         | 8/500 [00:41<42:30,  5.18s/it, v_num=1, elbo_train=2.88e+7]
Epoch 9/500:   2%|1         | 8/500 [00:41<42:30,  5.18s/it, v_num=1, elbo_train=2.88e+7]
Epoch 9/500:   2%|1         | 9/500 [00:46<42:28,  5.19s/it, v_num=1, elbo_train=2.88e+7]
Epoch 9/500:   2%|1         | 9/500 [00:46<42:28,  5.19s/it, v_num=1, elbo_train=2.86e+7]
Epoch 10/500:   2%|1         | 9/500 [00:46<42:28,  5.19s/it, v_num=1, elbo_train=2.86e+7]
Epoch 10/500:   2%|2         | 10/500 [00:51<42:23,  5.19s/it, v_num=1, elbo_train=2.86e+7]
Epoch 10/500:   2%|2         | 10/500 [00:51<42:23,  5.19s/it, v_num=1, elbo_train=2.84e+7]
Epoch 11/500:   2%|2         | 10/500 [00:51<42:23,  5.19s/it, v_num=1, elbo_train=2.84e+7]
Epoch 11/500:   2%|2         | 11/500 [00:56<42:19,  5.19s/it, v_num=1, elbo_train=2.84e+7]
Epoch 11/500:   2%|2         | 11/500 [00:56<42:19,  5.19s/it, v_num=1, elbo_train=2.83e+7]
Epoch 12/500:   2%|2         | 11/500 [00:56<42:19,  5.19s/it, v_num=1, elbo_train=2.83e+7]
Epoch 12/500:   2%|2         | 12/500 [01:02<42:17,  5.20s/it, v_num=1, elbo_train=2.83e+7]
Epoch 12/500:   2%|2         | 12/500 [01:02<42:17,  5.20s/it, v_num=1, elbo_train=2.8e+7] 
Epoch 13/500:   2%|2         | 12/500 [01:02<42:17,  5.20s/it, v_num=1, elbo_train=2.8e+7]
Epoch 13/500:   3%|2         | 13/500 [01:07<42:15,  5.21s/it, v_num=1, elbo_train=2.8e+7]
Epoch 13/500:   3%|2         | 13/500 [01:07<42:15,  5.21s/it, v_num=1, elbo_train=2.77e+7]
Epoch 14/500:   3%|2         | 13/500 [01:07<42:15,  5.21s/it, v_num=1, elbo_train=2.77e+7]
Epoch 14/500:   3%|2         | 14/500 [01:12<42:14,  5.21s/it, v_num=1, elbo_train=2.77e+7]
Epoch 14/500:   3%|2         | 14/500 [01:12<42:14,  5.21s/it, v_num=1, elbo_train=2.77e+7]
Epoch 15/500:   3%|2         | 14/500 [01:12<42:14,  5.21s/it, v_num=1, elbo_train=2.77e+7]
Epoch 15/500:   3%|3         | 15/500 [01:17<42:11,  5.22s/it, v_num=1, elbo_train=2.77e+7]
Epoch 15/500:   3%|3         | 15/500 [01:17<42:11,  5.22s/it, v_num=1, elbo_train=2.75e+7]
Epoch 16/500:   3%|3         | 15/500 [01:17<42:11,  5.22s/it, v_num=1, elbo_train=2.75e+7]
Epoch 16/500:   3%|3         | 16/500 [01:23<42:09,  5.23s/it, v_num=1, elbo_train=2.75e+7]
Epoch 16/500:   3%|3         | 16/500 [01:23<42:09,  5.23s/it, v_num=1, elbo_train=2.74e+7]
Epoch 17/500:   3%|3         | 16/500 [01:23<42:09,  5.23s/it, v_num=1, elbo_train=2.74e+7]
Epoch 17/500:   3%|3         | 17/500 [01:28<42:05,  5.23s/it, v_num=1, elbo_train=2.74e+7]
Epoch 17/500:   3%|3         | 17/500 [01:28<42:05,  5.23s/it, v_num=1, elbo_train=2.73e+7]
Epoch 18/500:   3%|3         | 17/500 [01:28<42:05,  5.23s/it, v_num=1, elbo_train=2.73e+7]
Epoch 18/500:   4%|3         | 18/500 [01:33<42:02,  5.23s/it, v_num=1, elbo_train=2.73e+7]
Epoch 18/500:   4%|3         | 18/500 [01:33<42:02,  5.23s/it, v_num=1, elbo_train=2.71e+7]
Epoch 19/500:   4%|3         | 18/500 [01:33<42:02,  5.23s/it, v_num=1, elbo_train=2.71e+7]
Epoch 19/500:   4%|3         | 19/500 [01:38<41:59,  5.24s/it, v_num=1, elbo_train=2.71e+7]
Epoch 19/500:   4%|3         | 19/500 [01:38<41:59,  5.24s/it, v_num=1, elbo_train=2.69e+7]
Epoch 20/500:   4%|3         | 19/500 [01:38<41:59,  5.24s/it, v_num=1, elbo_train=2.69e+7]
Epoch 20/500:   4%|4         | 20/500 [01:44<41:57,  5.24s/it, v_num=1, elbo_train=2.69e+7]
Epoch 20/500:   4%|4         | 20/500 [01:44<41:57,  5.24s/it, v_num=1, elbo_train=2.67e+7]
Epoch 21/500:   4%|4         | 20/500 [01:44<41:57,  5.24s/it, v_num=1, elbo_train=2.67e+7]
Epoch 21/500:   4%|4         | 21/500 [01:49<41:54,  5.25s/it, v_num=1, elbo_train=2.67e+7]
Epoch 21/500:   4%|4         | 21/500 [01:49<41:54,  5.25s/it, v_num=1, elbo_train=2.65e+7]
Epoch 22/500:   4%|4         | 21/500 [01:49<41:54,  5.25s/it, v_num=1, elbo_train=2.65e+7]
Epoch 22/500:   4%|4         | 22/500 [01:54<41:50,  5.25s/it, v_num=1, elbo_train=2.65e+7]
Epoch 22/500:   4%|4         | 22/500 [01:54<41:50,  5.25s/it, v_num=1, elbo_train=2.63e+7]
Epoch 23/500:   4%|4         | 22/500 [01:54<41:50,  5.25s/it, v_num=1, elbo_train=2.63e+7]
Epoch 23/500:   5%|4         | 23/500 [01:59<41:48,  5.26s/it, v_num=1, elbo_train=2.63e+7]
Epoch 23/500:   5%|4         | 23/500 [01:59<41:48,  5.26s/it, v_num=1, elbo_train=2.63e+7]
Epoch 24/500:   5%|4         | 23/500 [01:59<41:48,  5.26s/it, v_num=1, elbo_train=2.63e+7]
Epoch 24/500:   5%|4         | 24/500 [02:05<41:45,  5.26s/it, v_num=1, elbo_train=2.63e+7]
Epoch 24/500:   5%|4         | 24/500 [02:05<41:45,  5.26s/it, v_num=1, elbo_train=2.62e+7]
Epoch 25/500:   5%|4         | 24/500 [02:05<41:45,  5.26s/it, v_num=1, elbo_train=2.62e+7]
Epoch 25/500:   5%|5         | 25/500 [02:10<41:43,  5.27s/it, v_num=1, elbo_train=2.62e+7]
Epoch 25/500:   5%|5         | 25/500 [02:10<41:43,  5.27s/it, v_num=1, elbo_train=2.6e+7] 
Epoch 26/500:   5%|5         | 25/500 [02:10<41:43,  5.27s/it, v_num=1, elbo_train=2.6e+7]
Epoch 26/500:   5%|5         | 26/500 [02:15<41:42,  5.28s/it, v_num=1, elbo_train=2.6e+7]
Epoch 26/500:   5%|5         | 26/500 [02:15<41:42,  5.28s/it, v_num=1, elbo_train=2.59e+7]
Epoch 27/500:   5%|5         | 26/500 [02:15<41:42,  5.28s/it, v_num=1, elbo_train=2.59e+7]
Epoch 27/500:   5%|5         | 27/500 [02:20<41:40,  5.29s/it, v_num=1, elbo_train=2.59e+7]
Epoch 27/500:   5%|5         | 27/500 [02:20<41:40,  5.29s/it, v_num=1, elbo_train=2.57e+7]
Epoch 28/500:   5%|5         | 27/500 [02:20<41:40,  5.29s/it, v_num=1, elbo_train=2.57e+7]
Epoch 28/500:   6%|5         | 28/500 [02:26<41:37,  5.29s/it, v_num=1, elbo_train=2.57e+7]
Epoch 28/500:   6%|5         | 28/500 [02:26<41:37,  5.29s/it, v_num=1, elbo_train=2.57e+7]
Epoch 29/500:   6%|5         | 28/500 [02:26<41:37,  5.29s/it, v_num=1, elbo_train=2.57e+7]
Epoch 29/500:   6%|5         | 29/500 [02:31<41:33,  5.29s/it, v_num=1, elbo_train=2.57e+7]
Epoch 29/500:   6%|5         | 29/500 [02:31<41:33,  5.29s/it, v_num=1, elbo_train=2.54e+7]
Epoch 30/500:   6%|5         | 29/500 [02:31<41:33,  5.29s/it, v_num=1, elbo_train=2.54e+7]
Epoch 30/500:   6%|6         | 30/500 [02:36<41:29,  5.30s/it, v_num=1, elbo_train=2.54e+7]
Epoch 30/500:   6%|6         | 30/500 [02:36<41:29,  5.30s/it, v_num=1, elbo_train=2.54e+7]
Epoch 31/500:   6%|6         | 30/500 [02:36<41:29,  5.30s/it, v_num=1, elbo_train=2.54e+7]
Epoch 31/500:   6%|6         | 31/500 [02:42<41:25,  5.30s/it, v_num=1, elbo_train=2.54e+7]
Epoch 31/500:   6%|6         | 31/500 [02:42<41:25,  5.30s/it, v_num=1, elbo_train=2.51e+7]
Epoch 32/500:   6%|6         | 31/500 [02:42<41:25,  5.30s/it, v_num=1, elbo_train=2.51e+7]
Epoch 32/500:   6%|6         | 32/500 [02:47<41:20,  5.30s/it, v_num=1, elbo_train=2.51e+7]
Epoch 32/500:   6%|6         | 32/500 [02:47<41:20,  5.30s/it, v_num=1, elbo_train=2.5e+7] 
Epoch 33/500:   6%|6         | 32/500 [02:47<41:20,  5.30s/it, v_num=1, elbo_train=2.5e+7]
Epoch 33/500:   7%|6         | 33/500 [02:52<41:18,  5.31s/it, v_num=1, elbo_train=2.5e+7]
Epoch 33/500:   7%|6         | 33/500 [02:52<41:18,  5.31s/it, v_num=1, elbo_train=2.49e+7]
Epoch 34/500:   7%|6         | 33/500 [02:52<41:18,  5.31s/it, v_num=1, elbo_train=2.49e+7]
Epoch 34/500:   7%|6         | 34/500 [02:58<41:15,  5.31s/it, v_num=1, elbo_train=2.49e+7]
Epoch 34/500:   7%|6         | 34/500 [02:58<41:15,  5.31s/it, v_num=1, elbo_train=2.48e+7]
Epoch 35/500:   7%|6         | 34/500 [02:58<41:15,  5.31s/it, v_num=1, elbo_train=2.48e+7]
Epoch 35/500:   7%|7         | 35/500 [03:03<41:13,  5.32s/it, v_num=1, elbo_train=2.48e+7]
Epoch 35/500:   7%|7         | 35/500 [03:03<41:13,  5.32s/it, v_num=1, elbo_train=2.46e+7]
Epoch 36/500:   7%|7         | 35/500 [03:03<41:13,  5.32s/it, v_num=1, elbo_train=2.46e+7]
Epoch 36/500:   7%|7         | 36/500 [03:08<41:11,  5.33s/it, v_num=1, elbo_train=2.46e+7]
Epoch 36/500:   7%|7         | 36/500 [03:08<41:11,  5.33s/it, v_num=1, elbo_train=2.45e+7]
Epoch 37/500:   7%|7         | 36/500 [03:08<41:11,  5.33s/it, v_num=1, elbo_train=2.45e+7]
Epoch 37/500:   7%|7         | 37/500 [03:14<41:10,  5.33s/it, v_num=1, elbo_train=2.45e+7]
Epoch 37/500:   7%|7         | 37/500 [03:14<41:10,  5.33s/it, v_num=1, elbo_train=2.45e+7]
Epoch 38/500:   7%|7         | 37/500 [03:14<41:10,  5.33s/it, v_num=1, elbo_train=2.45e+7]
Epoch 38/500:   8%|7         | 38/500 [03:19<41:07,  5.34s/it, v_num=1, elbo_train=2.45e+7]
Epoch 38/500:   8%|7         | 38/500 [03:19<41:07,  5.34s/it, v_num=1, elbo_train=2.42e+7]
Epoch 39/500:   8%|7         | 38/500 [03:19<41:07,  5.34s/it, v_num=1, elbo_train=2.42e+7]
Epoch 39/500:   8%|7         | 39/500 [03:24<41:02,  5.34s/it, v_num=1, elbo_train=2.42e+7]
Epoch 39/500:   8%|7         | 39/500 [03:24<41:02,  5.34s/it, v_num=1, elbo_train=2.42e+7]
Epoch 40/500:   8%|7         | 39/500 [03:24<41:02,  5.34s/it, v_num=1, elbo_train=2.42e+7]
Epoch 40/500:   8%|8         | 40/500 [03:30<40:58,  5.34s/it, v_num=1, elbo_train=2.42e+7]
Epoch 40/500:   8%|8         | 40/500 [03:30<40:58,  5.34s/it, v_num=1, elbo_train=2.39e+7]
Epoch 41/500:   8%|8         | 40/500 [03:30<40:58,  5.34s/it, v_num=1, elbo_train=2.39e+7]
Epoch 41/500:   8%|8         | 41/500 [03:35<40:52,  5.34s/it, v_num=1, elbo_train=2.39e+7]
